"","program","programska_klasifikacija","funkcija","ekonomska_klasifikacija","budzet","sopstveni_izvori","ostali_izvori","grad"
"427","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","ТРОШКОВИ ПУТОВАЊА",0,-108000,0,"Kragujevac"
"428","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","УСЛУГЕ ПО УГОВОРУ",-115000,0,0,"Kragujevac"
"429","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","УСЛУГЕ ПО УГОВОРУ",0,-261000,0,"Kragujevac"
"430","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-120000,0,0,"Kragujevac"
"431","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,-101000,0,"Kragujevac"
"432","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-193000,0,0,"Kragujevac"
"433","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",0,-240000,0,"Kragujevac"
"434","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","МАТЕРИЈАЛ",-460000,0,0,"Kragujevac"
"435","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","МАТЕРИЈАЛ",0,-611000,0,"Kragujevac"
"436","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","НАКНАДЕ ЗА СОЦИЈАЛНУ ЗАШТИТУ ИЗ БУЏЕТА",-7e+05,0,0,"Kragujevac"
"437","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","НАКНАДЕ ЗА СОЦИЈАЛНУ ЗАШТИТУ ИЗ БУЏЕТА",0,-460000,0,"Kragujevac"
"438","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",0,-68000,0,"Kragujevac"
"439","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",0,-1000,0,"Kragujevac"
"440","СОЦИЈАЛНА И ДЕЧИЈА ЗАШТИТА","Подршка особама са инвалидитетом","Социјална заштита некласификована на другом местру","МАШИНЕ И ОПРЕМА",-330000,0,0,"Kragujevac"
"441","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","СТАЛНИ ТРОШКОВИ",-1.5e+07,0,0,"Kragujevac"
"442","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","СТАЛНИ ТРОШКОВИ",0,0,-1200000,"Kragujevac"
"443","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","УСЛУГЕ ПО УГОВОРУ",-2600000,0,0,"Kragujevac"
"444","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","УСЛУГЕ ПО УГОВОРУ",0,0,-6e+05,"Kragujevac"
"445","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",-920000,0,0,"Kragujevac"
"446","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,0,-15000,"Kragujevac"
"447","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",-7e+06,0,0,"Kragujevac"
"448","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",0,0,-650000,"Kragujevac"
"449","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","МАТЕРИЈАЛ",-3e+06,0,0,"Kragujevac"
"450","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","МАТЕРИЈАЛ",0,0,-125000,"Kragujevac"
"451","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",-350000,0,0,"Kragujevac"
"452","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","НОВЧАНЕ КАЗНЕ И ПЕНАЛИ ПО РЕШЕЊУ СУДОВА",-8e+05,0,0,"Kragujevac"
"453","ОПШТЕ УСЛУГЕ ЛОКАЛНЕ САМОУПРАВЕ","Функционисање месних заједница","Опште јавне услуге некласификоване на другом месту","МАШИНЕ И ОПРЕМА",-3e+06,0,0,"Kragujevac"
"454","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","СТАЛНИ ТРОШКОВИ",0,0,-80000,"Kragujevac"
"455","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","УСЛУГЕ ПО УГОВОРУ",0,0,-1710000,"Kragujevac"
"456","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","СПЕЦИЈАЛИЗОВАНЕ УСЛУГЕ",0,0,-2e+05,"Kragujevac"
"457","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","ТЕКУЋЕ ПОПРАВКЕ И ОДРЖАВАЊЕ",0,0,-3e+06,"Kragujevac"
"458","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","МАТЕРИЈАЛ",0,0,-1500000,"Kragujevac"
"459","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","ПОРЕЗИ, ОБАВЕЗНЕ ТАКСЕ, КАЗНЕ, ПЕНАЛИ И КАМАТЕ",0,0,-1e+05,"Kragujevac"
"460","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","ЗГРАДЕ И ГРАЂЕВИНСКИ ОБЈЕКТИ",0,0,-6e+05,"Kragujevac"
"461","КОМУНАЛНЕ ДЕЛАТНОСТИ","Одржавање гробаља и погредне услуге","Развој заједнице","МАШИНЕ И ОПРЕМА",0,0,-420000,"Kragujevac"
